"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HAI-1 Achievement Threshold","HAI-1 Benchmark","HAI-1 Baseline Rate","HAI-1 Performance Rate","HAI-1 Achievement Points","HAI-1 Improvement Points","HAI-1 Measure Score","HAI-2 Achievement Threshold","HAI-2 Benchmark","HAI-2 Baseline Rate","HAI-2 Performance Rate","HAI-2 Achievement Points","HAI-2 Improvement Points","HAI-2 Measure Score","Combined SSI Measure Score","HAI-3 Achievement Threshold","HAI-3 Benchmark","HAI-3 Baseline Rate","HAI-3 Performance Rate","HAI-3 Achievement Points","HAI-3 Improvement Points","HAI-3 Measure Score","HAI-4 Achievement Threshold","HAI-4 Benchmark","HAI-4 Baseline Rate","HAI-4 Performance Rate","HAI-4 Achievement Points","HAI-4 Improvement Points","HAI-4 Measure Score","HAI-5 Achievement Threshold","HAI-5 Benchmark","HAI-5 Baseline Rate","HAI-5 Performance Rate","HAI-5 Achievement Points","HAI-5 Improvement Points","HAI-5 Measure Score","HAI-6 Achievement Threshold","HAI-6 Benchmark","HAI-6 Baseline Rate","HAI-6 Performance Rate","HAI-6 Achievement Points","HAI-6 Improvement Points","HAI-6 Measure Score"
"2021","140143",ST MARGARETS HOSPITAL,"600 E 1ST ST",SPRING VALLEY,IL,"61362",Bureau,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.099","1.150","0 out of 10","0 out of 9","0 out of 10"
"2021","140145",ST JOSEPHS HOSPITAL,"9515 HOLY CROSS LN",BREESE,IL,"62230",Clinton,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.705",Not Available,Not Available,Not Available,Not Available
"2021","140147",RICHLAND MEMORIAL HOSPITAL,"800 EAST LOCUST",OLNEY,IL,"62450",Richland,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.727","1.166","0 out of 10","3 out of 9","3 out of 10"
"2021","140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62702",Sangamon,"0.687","0.000","0.698","0.398","4 out of 10","4 out of 9","4 out of 10","0.774","0.000","0.522","0.728","1 out of 10","0 out of 9","1 out of 10","7 out of 10","0.754","0.000","1.446","0.308","6 out of 10","7 out of 9","7 out of 10","0.726","0.000","0.371","0.273","6 out of 10","2 out of 9","6 out of 10","0.763","0.000","1.168","0.958","0 out of 10","1 out of 9","1 out of 10","0.748","0.067","0.961","1.005","0 out of 10","0 out of 9","0 out of 10"
"2021","140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",Cook,"0.687","0.000","0.395","0.807","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.448","0.217","7 out of 10","5 out of 9","7 out of 10","4 out of 10","0.754","0.000","0.463","2.396","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","1.732","0.000","10 out of 10","9 out of 9","10 out of 10","0.763","0.000","0.551","0.813","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.194","0.971","0 out of 10","1 out of 9","1 out of 10"
"2021","140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",Kankakee,"0.687","0.000","1.628","2.235","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.000","1.318","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","3.668","3.665","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.751","1 out of 10","0 out of 9","1 out of 10","0.748","0.067","0.618","0.433","5 out of 10","3 out of 9","5 out of 10"
"2021","140158",MERCY HOSPITAL AND MEDICAL CENTER,"2525 S MICHIGAN AVE",CHICAGO,IL,"60616",Cook,"0.687","0.000","2.641","0.626","1 out of 10","7 out of 9","7 out of 10","0.774","0.000","1.561","2.417","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","1.934","1.943","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","1.092","0.734","1 out of 10","3 out of 9","3 out of 10","0.748","0.067","1.243","0.284","7 out of 10","8 out of 9","8 out of 10"
"2021","140160",FHN MEMORIAL HOSPITAL,"1045 WEST STEPHENSON STREET",FREEPORT,IL,"61032",Stephenson,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.583","1.146","0 out of 10","2 out of 9","2 out of 10"
"2021","140161",SAINT JAMES HOSPITAL,"2500 WEST REYNOLDS STREET",PONTIAC,IL,"61764",Livingston,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","4.777","1.320","0 out of 10","7 out of 9","7 out of 10"
"2021","140162",ST JOSEPH MEDICAL CENTER,"2200 E WASHINGTON",BLOOMINGTON,IL,"61701",McLean,"0.687","0.000","0.648","1.520","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.701","1.809","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.484","2.784","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","1.037","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.838","1.047","0 out of 10","4 out of 9","4 out of 10"
"2021","140164",MEMORIAL HOSPITAL OF CARBONDALE,"405 W JACKSON",CARBONDALE,IL,"62901",Jackson,"0.687","0.000","0.291","1.434","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.362","0.388","5 out of 10","0 out of 9","5 out of 10","6 out of 10","0.754","0.000","0.780","0.318","6 out of 10","5 out of 9","6 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","1.054","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.750","1.192","0 out of 10","0 out of 9","0 out of 10"
"2021","140166",ST MARYS HOSPITAL,"1800 E LAKE SHORE DR",DECATUR,IL,"62521",Macon,"0.687","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.774","0.000","0.332","0.861","0 out of 10","0 out of 9","0 out of 10",Not Available,"0.754","0.000","0.538",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,"0.996","0 out of 10",Not Available,"0 out of 10","0.748","0.067","0.308","0.559","3 out of 10","0 out of 9","3 out of 10"
"2021","140172",FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,"20201 S CRAWFORD AVENUE",OLYMPIA FIELDS,IL,"60461",Cook,"0.687","0.000","0.778","1.249","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.152","0.501","4 out of 10","5 out of 9","5 out of 10","0 out of 10","0.754","0.000","0.715","0.871","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","1.570","1.130","0 out of 10","2 out of 9","2 out of 10","0.748","0.067","0.561","0.751","0 out of 10","0 out of 9","0 out of 10"
"2021","140174",PRESENCE MERCY MEDICAL CENTER,"1325 N HIGHLAND AVENUE",AURORA,IL,"60506",Kane,"0.687","0.000","0.425","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.325","0.940","0 out of 10","0 out of 9","0 out of 10","2 out of 10","0.754","0.000","0.723","0.646","2 out of 10","1 out of 9","2 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","2.591",Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.054","1.213","0 out of 10","0 out of 9","0 out of 10"
"2021","140179",LITTLE COMPANY OF MARY HOSPITAL,"2800 W 95TH ST",EVERGREEN PARK,IL,"60805",Cook,"0.687","0.000","1.063","0.483","3 out of 10","5 out of 9","5 out of 10","0.774","0.000","1.283","0.693","1 out of 10","4 out of 9","4 out of 10","10 out of 10","0.754","0.000","1.808","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.748","0.067","0.914","0.343","6 out of 10","6 out of 9","6 out of 10"
"2021","140180",PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,"2233 W DIVISION ST",CHICAGO,IL,"60622",Cook,"0.687","0.000","0.000","0.819","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.347","0.298","6 out of 10","1 out of 9","6 out of 10","0 out of 10","0.754","0.000","1.139","1.081","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","1.024","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.689","0.468","4 out of 10","3 out of 9","4 out of 10"
"2021","140181",SOUTH SHORE HOSPITAL,"8012 SOUTH CRANDON AVENUE",CHICAGO,IL,"60617",Cook,"0.687","0.000","2.419","5.581","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","2.509","0.650","2 out of 10","7 out of 9","7 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.786","1.001","0 out of 10","4 out of 9","4 out of 10"
"2021","140182",ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,"836 WEST WELLINGTON AVENUE",CHICAGO,IL,"60657",Cook,"0.687","0.000","0.000","0.399","4 out of 10","0 out of 9","4 out of 10","0.774","0.000","1.332","0.929","0 out of 10","3 out of 9","3 out of 10","1 out of 10","0.754","0.000","0.794","1.122","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.000","0.540","3 out of 10","0 out of 9","3 out of 10","0.763","0.000","0.000","0.290","6 out of 10","0 out of 9","6 out of 10","0.748","0.067","0.456","0.474","4 out of 10","0 out of 9","4 out of 10"
"2021","140184",HEARTLAND REGIONAL MEDICAL CENTER,"3333 W DEYOUNG",MARION,IL,"62959",Williamson,"0.687","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.577","0.000","10 out of 10","9 out of 9","10 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","2.120","0.741","1 out of 10","6 out of 9","6 out of 10"
"2021","140185",MEMORIAL HOSPITAL,"4500 MEMORIAL DRIVE",BELLEVILLE,IL,"62226",Saint Clair,"0.687","0.000","0.739","0.497","3 out of 10","3 out of 9","3 out of 10","0.774","0.000","0.452","0.325","6 out of 10","2 out of 9","6 out of 10","6 out of 10","0.754","0.000","1.122","0.367","5 out of 10","6 out of 9","6 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.748","0.067","1.070","0.668","2 out of 10","4 out of 9","4 out of 10"
"2021","140186",RIVERSIDE MEDICAL CENTER,"350 N WALL ST",KANKAKEE,IL,"60901",Kankakee,"0.687","0.000","0.699","0.696","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.362","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.754","0.000","0.505","1.064","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.377","0.857","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.495","0.754","0 out of 10","0 out of 9","0 out of 10"
"2021","140187",HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,"62269",Saint Clair,"0.687","0.000","1.445","0.748","0 out of 10","4 out of 9","4 out of 10","0.774","0.000","0.482","0.197","7 out of 10","5 out of 9","7 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.763","0.000","0.000","1.721","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.657","0.382","5 out of 10","4 out of 9","5 out of 10"
"2021","140189",SARAH BUSH LINCOLN HEALTH CENTER,"1000 HEALTH CENTER DRIVE P O BOX 372",MATTOON,IL,"61938",Coles,"0.687","0.000","0.000","1.155","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.962","2.812","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.754","0.000","0.763","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.748","0.067","1.143","0.284","7 out of 10","7 out of 9","7 out of 10"
"2021","140191",INGALLS MEMORIAL HOSPITAL,"1 INGALLS DRIVE",HARVEY,IL,"60426",Cook,"0.687","0.000","0.742","0.525","3 out of 10","2 out of 9","3 out of 10","0.774","0.000","0.586","2.086","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","1.399","3.560","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.709","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.966","0.433","5 out of 10","5 out of 9","5 out of 10"
"2021","140200",ELMHURST MEMORIAL HOSPITAL,"155 EAST BRUSH HILL ROAD",ELMHURST,IL,"60126",DuPage,"0.687","0.000","0.373","0.249","6 out of 10","3 out of 9","6 out of 10","0.774","0.000","0.266","0.636","2 out of 10","0 out of 9","2 out of 10","4 out of 10","0.754","0.000","0.000","0.311","6 out of 10","0 out of 9","6 out of 10","0.726","0.000","0.000","0.850","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.473","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.771","0.252","7 out of 10","7 out of 9","7 out of 10"
"2021","140202",ADVOCATE CONDELL MEDICAL CENTER,"801 S MILWAUKEE AVE",LIBERTYVILLE,IL,"60048",Lake,"0.687","0.000","0.308","0.609","2 out of 10","0 out of 9","2 out of 10","0.774","0.000","0.908","1.211","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.259","1.093","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.294","0.302","6 out of 10","0 out of 9","6 out of 10","0.748","0.067","1.407","0.576","3 out of 10","6 out of 9","6 out of 10"
"2021","140206",NORWEGIAN-AMERICAN HOSPITAL,"1044 N FRANCISCO AVE",CHICAGO,IL,"60622",Cook,"0.687","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.774","0.000","0.322","0.495","4 out of 10","0 out of 9","4 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.582",Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.898","0.742","1 out of 10","1 out of 9","1 out of 10"
"2021","140208",ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,"4440 W 95TH STREET",OAK LAWN,IL,"60453",Cook,"0.687","0.000","0.502","0.736","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.468","0.706","1 out of 10","0 out of 9","1 out of 10","1 out of 10","0.754","0.000","0.396","1.051","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.305","0.304","6 out of 10","0 out of 9","6 out of 10","0.763","0.000","0.250","0.453","4 out of 10","0 out of 9","4 out of 10","0.748","0.067","1.232","0.597","2 out of 10","5 out of 9","5 out of 10"
"2021","140209",METHODIST MEDICAL CENTER OF ILLINOIS,"221 N E GLEN OAK AVE",PEORIA,IL,"61636",Peoria,"0.687","0.000","0.219","0.647","1 out of 10","0 out of 9","1 out of 10","0.774","0.000","0.374","0.302","6 out of 10","1 out of 9","6 out of 10","5 out of 10","0.754","0.000","0.000","0.394","5 out of 10","0 out of 9","5 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","1.160","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.901","0.309","6 out of 10","7 out of 9","7 out of 10"
"2021","140210",HARRISBURG MEDICAL CENTER,"100 DOCTOR WARREN TUTTLE DR",HARRISBURG,IL,"62946",Saline,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.431","1.304","0 out of 10","0 out of 9","0 out of 10"
"2021","140211",DELNOR COMMUNITY HOSPITAL,"300 RANDALL RD",GENEVA,IL,"60134",Kane,"0.687","0.000","0.000","0.844","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.000","0.646","2 out of 10","0 out of 9","2 out of 10","5 out of 10","0.754","0.000","0.303","0.331","6 out of 10","0 out of 9","6 out of 10","0.726","0.000","0.000","0.598","2 out of 10","0 out of 9","2 out of 10","0.763","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.748","0.067","0.988","0.574","3 out of 10","4 out of 9","4 out of 10"
"2021","140213",SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,"1900 SILVER CROSS BLVD",NEW LENOX,IL,"60451",Will,"0.687","0.000","1.266","0.391","4 out of 10","6 out of 9","6 out of 10","0.774","0.000","0.552","1.219","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0.754","0.000","1.251","0.539","3 out of 10","5 out of 9","5 out of 10","0.726","0.000","0.000","0.463","4 out of 10","0 out of 9","4 out of 10","0.763","0.000","0.326","0.000","10 out of 10","9 out of 9","10 out of 10","0.748","0.067","0.678","0.249","7 out of 10","7 out of 9","7 out of 10"
"2021","140217",PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,"77 N AIRLITE STREET",ELGIN,IL,"60123",Kane,"0.687","0.000","0.333","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.343","1.016","0 out of 10","0 out of 9","0 out of 10",Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.722","0.456","4 out of 10","4 out of 9","4 out of 10"
"2021","140223",ADVOCATE LUTHERAN GENERAL HOSPITAL,"1775 DEMPSTER ST",PARK RIDGE,IL,"60068",Cook,"0.687","0.000","1.112","0.561","2 out of 10","4 out of 9","4 out of 10","0.774","0.000","1.614","0.958","0 out of 10","4 out of 9","4 out of 10","0 out of 10","0.754","0.000","0.396","1.924","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.578","2.639","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.783","0.711","1 out of 10","0 out of 9","1 out of 10","0.748","0.067","1.269","0.567","3 out of 10","5 out of 9","5 out of 10"
"2021","140224",PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,"2900 NORTH LAKE SHORE DRIVE",CHICAGO,IL,"60657",Cook,"0.687","0.000","0.113","0.000","10 out of 10","9 out of 9","10 out of 10","0.774","0.000","0.000","0.288","6 out of 10","0 out of 9","6 out of 10","10 out of 10","0.754","0.000","0.997","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.925","0.617","2 out of 10","3 out of 9","3 out of 10","0.748","0.067","1.090","0.460","4 out of 10","6 out of 9","6 out of 10"
"2021","140228",SWEDISH AMERICAN HOSPITAL,"1401 EAST STATE STREET",ROCKFORD,IL,"61104",Winnebago,"0.687","0.000","0.000","0.171","7 out of 10","0 out of 9","7 out of 10","0.774","0.000","0.492","0.369","5 out of 10","2 out of 9","5 out of 10","8 out of 10","0.754","0.000","1.074","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000","1.240","0.687","1 out of 10","4 out of 9","4 out of 10","0.763","0.000","0.366","0.839","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.090","0.849","0 out of 10","2 out of 9","2 out of 10"
"2021","140231",EDWARD HOSPITAL,"801 SOUTH WASHINGTON",NAPERVILLE,IL,"60540",DuPage,"0.687","0.000","0.623","0.588","2 out of 10","0 out of 9","2 out of 10","0.774","0.000","1.558","0.268","6 out of 10","8 out of 9","8 out of 10","0 out of 10","0.754","0.000","1.738","1.873","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","1.191","1.860","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.243","1.157","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.946","0.570","3 out of 10","4 out of 9","4 out of 10"
"2021","140233",SAINT ANTHONY MEDICAL CENTER,"5666 EAST STATE STREET",ROCKFORD,IL,"61108",Winnebago,"0.687","0.000","1.019","0.545","2 out of 10","4 out of 9","4 out of 10","0.774","0.000","1.422","1.783","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0.754","0.000","2.365","1.496","0 out of 10","3 out of 9","3 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.361","1.367","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.946","1.011","0 out of 10","0 out of 9","0 out of 10"
"2021","140234",ILLINOIS VALLEY COMMUNITY HOSPITAL,"925 WEST ST",PERU,IL,"61354",La Salle,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.912","0.569","3 out of 10","4 out of 9","4 out of 10"
"2021","140239",MERCYHEALTH HOSPITAL ROCKTON AVENUE,"2400 NORTH ROCKTON AVENUE",ROCKFORD,IL,"61103",Winnebago,"0.687","0.000","0.490","0.430","4 out of 10","1 out of 9","4 out of 10","0.774","0.000","0.382","1.278","0 out of 10","0 out of 9","0 out of 10","6 out of 10","0.754","0.000","1.637","0.365","5 out of 10","7 out of 9","7 out of 10","0.726","0.000","0.000","0.456","4 out of 10","0 out of 9","4 out of 10","0.763","0.000","0.711","0.237","7 out of 10","6 out of 9","7 out of 10","0.748","0.067","1.205","0.340","6 out of 10","7 out of 9","7 out of 10"
"2021","140242",CENTRAL DUPAGE HOSPITAL,"25 NORTH WINFIELD ROAD",WINFIELD,IL,"60190",DuPage,"0.687","0.000","0.560","0.720","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","1.073","0.313","6 out of 10","7 out of 9","7 out of 10","3 out of 10","0.754","0.000","1.898","1.143","0 out of 10","3 out of 9","3 out of 10","0.726","0.000","2.309","1.224","0 out of 10","4 out of 9","4 out of 10","0.763","0.000","0.000","0.661","2 out of 10","0 out of 9","2 out of 10","0.748","0.067","0.498","0.541","3 out of 10","0 out of 9","3 out of 10"
"2021","140250",ADVOCATE SOUTH SUBURBAN HOSPITAL,"17800 S KEDZIE AVE",HAZEL CREST,IL,"60429",Cook,"0.687","0.000","0.514","0.355","5 out of 10","3 out of 9","5 out of 10","0.774","0.000","0.569","1.470","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.256","2.301","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.911","2.222","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.000","0.464","4 out of 10","0 out of 9","4 out of 10","0.748","0.067","1.467","0.533","3 out of 10","6 out of 9","6 out of 10"
"2021","140252",NORTHWEST COMMUNITY HOSPITAL 1,"800 W CENTRAL ROAD",ARLINGTON HEIGHTS,IL,"60005",Cook,"0.687","0.000","0.826","0.281","6 out of 10","6 out of 9","6 out of 10","0.774","0.000","1.067","1.595","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.360","1.371","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.000","0.805","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.296","1.405","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.735","0.727","1 out of 10","6 out of 9","6 out of 10"
"2021","140258",ALEXIAN BROTHERS MEDICAL CENTER 1,"800 W BIESTERFIELD RD",ELK GROVE VILLAGE,IL,"60007",Cook,"0.687","0.000","0.370","0.564","2 out of 10","0 out of 9","2 out of 10","0.774","0.000","0.501","0.860","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","1.240","1.494","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,"2.492","0 out of 10",Not Available,"0 out of 10","0.763","0.000","1.028","0.214","7 out of 10","7 out of 9","7 out of 10","0.748","0.067","0.809","0.503","4 out of 10","4 out of 9","4 out of 10"
"2021","140275",GENESIS HEALTH SYSTEM,"801 ILLINI DR",SILVIS,IL,"61282",Rock Island,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0 out of 10","0.754","0.000",Not Available,"0.821","0 out of 10",Not Available,"0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.716","0.195","8 out of 10","8 out of 9","8 out of 10"
"2021","140276",LOYOLA UNIVERSITY MEDICAL CENTER,"2160 S 1ST AVENUE",MAYWOOD,IL,"60153",Cook,"0.687","0.000","0.456","0.622","1 out of 10","0 out of 9","1 out of 10","0.774","0.000","0.388","0.473","4 out of 10","0 out of 9","4 out of 10","7 out of 10","0.754","0.000","1.016","0.283","6 out of 10","7 out of 9","7 out of 10","0.726","0.000","0.244","0.234","7 out of 10","0 out of 9","7 out of 10","0.763","0.000","1.038","1.062","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.030","0.280","7 out of 10","7 out of 9","7 out of 10"
